Contrato,Unidade Gestora,Aditivo,Tipo de Contrato,Empresa,Valor,link_id,url,pdf_url_contrato,pdf_file_contrato
024/2016,Fundação Municipal Hospitalar de Macaé – FMHM,Contrato Original,,WHITE MARTINS GASES INDUSTRIAIS LTDA,,873,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=873,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/873/1484098484.pdf,1484098484.pdf
024/2016,Fundo Municipal de Saúde – FMS,Contrato Original,Aquisição de Material,TELEMEDIC DISTRIBUIDORA DE MEDICAMENTOS E PRODUTOS LTDA,"R$ 2.100,00",632,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=632,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/632/1460693869.pdf,1460693869.pdf
023/2016,Fundação Municipal Hospitalar de Macaé – FMHM,Contrato Original,Aquisição de Material,WHITE MARTINS GASES INDUSTRIAIS LTDA,"R$ 147.949,00",871,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=871,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/871/1484145812.pdf,1484145812.pdf
023/2016,Fundo Municipal de Saúde – FMS,Contrato Original,Aquisição de Material,DISKMED PÁDUA DISTRIBUIDORA DE MEDICAMENTOS LTDA,"R$ 57.906,00",707,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=707,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/707/1463534723.pdf,1463534723.pdf
023/2016,Fundo Municipal de Desenvolvimento Econômico – FUMDEC,Contrato Original,Prestação de Serviços,BOT TECNOLOGIA E SERVIÇOS EIRELI-ME,"R$ 1.490,00",694,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=694,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/694/1462257614.pdf,1462257614.pdf
23/2016,Fundo Municipal de Desenvolvimento Econômico – FUMDEC,Contrato Original,Prestação de Serviços,BOT TECNOLOGIA E SERVIÇOS EIRELI-ME,"R$ 1.490,00",695,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=695,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/695/1462266957.pdf,1462266957.pdf
022/2016,Fundo Municipal de Saúde – FMS,Contrato Original,Aquisição de Material,SOGAMAX DISTRIBUIDORA DE PERFUMARIA LTDA,"R$ 1.700,00",713,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=713,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/713/1464065832.pdf,1464065832.pdf
022/2016,Fundação Municipal Hospitalar de Macaé – FMHM,Contrato Original,,MACOM INSTRUMENTAL CIRÚRGICO INDUSTRIA LTDA,"R$ 62.679,74",850,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=850,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/850/1479539809.pdf,1479539809.pdf
021/2016,Fundação Municipal Hospitalar de Macaé – FMHM,Contrato Original,,APX COMÉRCIO E ASSISTÊNCIA TÉCNICA DE MATERIAIS E EQUIPAMENTOS HOSPITALARES LTDA,"R$ 37.914,56",849,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=849,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/849/1479481853.pdf,1479481853.pdf
021/2016,Fundo Municipal de Saúde – FMS,Contrato Original,Aquisição de Material,COMERCIAL RIO CLARENSE,"R$ 426.415,25",642,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=642,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/642/1461164177.pdf,1461164177.pdf
020/2016,Fundo Municipal de Saúde – FMS,Contrato Original,Aquisição de Material,COMERCIAL RIO CLARENSE,"R$ 75.567,08",643,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=643,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/643/1462420701.pdf,1462420701.pdf
020/2016,Fundação Municipal Hospitalar de Macaé – FMHM,Contrato Original,,LGX COMERCIO E SERVIÇOS DE DISTRIBUIÇAO EIRELI ME,"R$ 19.500,00",815,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=815,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/815/1474343776.pdf,1474343776.pdf
019/2016,Fundação Municipal Hospitalar de Macaé – FMHM,Contrato Original,,FANEM LTDA,"R$ 597.000,00",796,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=796,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/796/1473133000.pdf,1473133000.pdf
019/2016,Fundo Municipal de Saúde – FMS,Contrato Original,Aquisição de Material,HELPHARMA PRODUTOS FARMACÊUTICOS LTDA,"R$ 13.489,48",689,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=689,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/689/1461993988.pdf,1461993988.pdf
018/2016,Fundação Municipal Hospitalar de Macaé – FMHM,Contrato Original,Prestação de Serviços,NUCLEO DE MEDICINA DIAGNÓSTICA DE MACAÉ LTDA,"R$ 229.880,00",757,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=757,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/757/1468612831.pdf,1468612831.pdf
018/2016,Fundo Municipal de Saúde – FMS,Contrato Original,Prestação de Serviços,DISTRIBUIDORA SUED OFFSHORE LTDA,"R$ 9.967,50",705,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=705,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/705/1463190780.pdf,1463190780.pdf
017/2016,Prefeitura Municipal de Macaé,1º Aditivo,Prestação de Serviços,CDR - CLÍNICA DE DOENÇAS RENAIS LTDA,,1008,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1008,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1008/1501849029.pdf,1501849029.pdf
017/2016,Prefeitura Municipal de Macaé,Contrato Original,Prestação de Serviços,DADY ILHA SOLUÇÕES INTEGRADAS LTDA,"R$ 3.834.300,00",876,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=876,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/876/1484911533.pdf,1484911533.pdf
017/2016,Fundação Municipal Hospitalar de Macaé – FMHM,Contrato Original,Prestação de Serviços,CDR - CLÍNICA DE DOENÇAS RENAIS LTDA,"R$ 1.050.000,00",770,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=770,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/770/1470989514.pdf,1470989514.pdf
017/2016,Fundo Municipal de Saúde – FMS,Contrato Original,Aquisição de Material,HELPHARMA PRODUTOS FARMACÊUTICOS LTDA,"R$ 49.191,00",688,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=688,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/688/1469555619.pdf,1469555619.pdf
017/2016,Prefeitura Municipal de Macaé,2º Aditivo,Prestação de Serviços,DADY ILHA SOLUÇÕES INTEGRADAS LTDA,"R$ 4.463.400,00",1302,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1302,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1302/1545850263.pdf,1545850263.pdf
17/2016,Prefeitura Municipal de Macaé,1º Aditivo,Prestação de Serviços,DADY ILHA SOLUÇÕES INTEGRADAS LTDA,"R$ 3.834.300,00",1092,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1092,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1092/1514925172.pdf,1514925172.pdf
016/2016,Fundação Municipal Hospitalar de Macaé – FMHM,Contrato Original,Prestação de Serviços,MV SISTEMAS LTDA,"R$ 160.000,00",816,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=816,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/816/1474334703.pdf,1474334703.pdf
016/2016,Prefeitura Municipal de Macaé,Contrato Original,Prestação de Serviços,PIROEX EIRELI-EPP,"R$ 174.000,00",868,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=868,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/868/1483788532.pdf,1483788532.pdf
016/2016,Fundo Municipal de Saúde – FMS,Contrato Original,Prestação de Serviços,FBM INDUSTRIA FARMACÊUTICA LTDA,"R$ 432.000,00",637,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=637,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/637/1462000193.pdf,1462000193.pdf
015/2016,Fundação Municipal Hospitalar de Macaé – FMHM,Contrato Original,,VITASON´S CENTRO DE APOIO AUDITIVO LTDA,"R$ 38.847,56",729,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=729,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/729/1464880643.pdf,1464880643.pdf
015/2016,Fundo Municipal de Saúde – FMS,Contrato Original,Aquisição de Material,VIVAFARMA E PRODUTOS HOSPITALARES LTDA-ME,"R$ 32.080,00",700,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=700,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/700/1462869160.pdf,1462869160.pdf
015/2016,Prefeitura Municipal de Macaé,Contrato Original,Prestação de Serviços,SIT MACAÉ TRANSPORTE S/A,"R$ 8.850.558,26",860,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=860,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/860/1481605147.pdf,1481605147.pdf
014/2016,Fundação Municipal Hospitalar de Macaé – FMHM,Contrato Original,,HARD SOLUTION INFORMÁTICA LTDA,"R$ 17.000,00",747,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=747,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/747/1468549765.pdf,1468549765.pdf
014/2016,Fundo Municipal de Saúde – FMS,Contrato Original,Aquisição de Material,SOGAMAX DISTRIBUIDORA DE PERFUMARIA LTDA,"R$ 1.760,00",631,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=631,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/631/1460712473.pdf,1460712473.pdf
14/2016,Fundo Ambiental,Contrato Original,Prestação de Serviços,PORTO SEGURO COMPANHIA DE SEGUROS GERAIS,"R$ 7.500,00",863,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=863,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/863/1482285465.pdf,1482285465.pdf
014/2016,Prefeitura Municipal de Macaé,Contrato Original,Aquisição de Material,PETROBRAS DISTRIBUIDORA S/A,,764,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=764,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/764/1470710584.pdf,1470710584.pdf
13/2016,Fundo Ambiental,Contrato Original,Prestação de Serviços,BYTECH TECNOLOGIA AMBIENTAL LTDA,"R$ 3.270,00",755,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=755,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/755/1468285631.pdf,1468285631.pdf
013/2016,Fundo Municipal de Saúde – FMS,Contrato Original,Aquisição de Material,VENÂNCIO PRODUTOS FARMACÊUTICO LTDA,"R$ 27.455,00",630,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=630,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/630/1460732572.pdf,1460732572.pdf
013/2016,Fundação Municipal Hospitalar de Macaé – FMHM,Contrato Original,,WEM EQUIPAMENTOS ELETRÔNICOS LTDA,"R$ 66.000,00",756,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=756,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/756/1468567739.pdf,1468567739.pdf
013/2016,Prefeitura Municipal de Macaé,Contrato Original,Aquisição de Material,PETROBRAS DISTRIBUIDORA S.A,"R$ 3.460.620,00",768,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=768,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/768/1470685096.pdf,1470685096.pdf
012/2016,Prefeitura Municipal de Macaé,Contrato Original,Prestação de Serviços,SARTA REPRESENTAÇÕES EIRELI - ME,"R$ 309.960,00",765,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=765,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/765/1470731474.pdf,1470731474.pdf
012/2016,Prefeitura Municipal de Macaé,3º Aditivo,Prestação de Serviços,SARTA REPRESENTAÇÕES EIRELI - ME,"R$ 364.632,00",1488,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1488,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1488/1563557613.pdf,1563557613.pdf
012/2016,Fundo Municipal de Saúde – FMS,Contrato Original,Aquisição de Material,VENÂNCIO PRODUTOS FARMACÊUTICO LTDA,"R$ 12.800,00",629,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=629,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/629/1460607372.pdf,1460607372.pdf
012/2016,Prefeitura Municipal de Macaé,2º Aditivo,Prestação de Serviços,SARTA REPRESENTAÇÕES EIRELI - ME,"R$ 364.632,00",1210,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1210,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1210/1532109860.pdf,1532109860.pdf
012/2016,Prefeitura Municipal de Macaé,1º Aditivo,Prestação de Serviços,SARTA REPRESENTAÇÕES EIRELI - ME,"R$ 309.960,00",1012,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1012,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1012/1502430978.pdf,1502430978.pdf
012/2016,Fundação Municipal Hospitalar de Macaé – FMHM,Contrato Original,,SINAL VITAL COMERCIAL DE PRODUTOS MÉDICOS E SERVIÇOS LTDA,"R$ 20.000,00",704,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=704,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/704/1462843646.pdf,1462843646.pdf
011/2016,Prefeitura Municipal de Macaé,Contrato Original,Prestação de Serviços,IMPRENSA OFICIAL DO ESTADO DO RIO DE JANEIRO,"R$ 101.640,00",791,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=791,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/791/1472721709.pdf,1472721709.pdf
011/2016,Fundo Municipal de Saúde – FMS,Contrato Original,Aquisição de Material,MICFARMA COMERCIO DE MEDICAMENTOS E PRODUTOS HOSPITALARES,"R$ 7.985,00",638,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=638,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/638/1461155853.pdf,1461155853.pdf
011/2016,Fundação Municipal Hospitalar de Macaé – FMHM,Contrato Original,Prestação de Serviços,INFORJUS LIVROS INFORMATIVOS LTDA,"R$ 1.800,00",703,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=703,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/703/1462899980.pdf,1462899980.pdf
010/2016,Prefeitura Municipal de Macaé,Contrato Original,Prestação de Serviços,TELEMÁTICA SISTEMAS INTELIGENTES LTDA,"R$ 579.900,00",720,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=720,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/720/1464700274.pdf,1464700274.pdf
010/2016,Fundo Municipal de Saúde – FMS,Contrato Original,Aquisição de Material,ESCIFARMA COMERCIO DE MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA,"R$ 2.960,60",647,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=647,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/647/1461140118.pdf,1461140118.pdf
009/2016,Fundo Municipal de Saúde – FMS,Contrato Original,Aquisição de Material,MOVEIS ANDRADE INDUSTRIA COMERCIO DE MOVEIS HOSPITALARES LTDA,"R$ 122.101,00",645,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=645,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/645/1461983620.pdf,1461983620.pdf
009/2016,Prefeitura Municipal de Macaé,1º Aditivo,Obras e Serviços de Engenharia,CONSTRUTORA M. ALVES LTDA,,991,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=991,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/991/1498599163.pdf,1498599163.pdf
009/2016,Prefeitura Municipal de Macaé,Contrato Original,Obras e Serviços de Engenharia,CONSTRUTORA M. ALVES LTDA,"R$ 11.596.647,98",719,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=719,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/719/1464705868.pdf,1464705868.pdf
009/2016,Prefeitura Municipal de Macaé,3º Termo de Apostilamento,Obras e Serviços de Engenharia,CONSTRUTORA M. ALVES LTDA,"R$ 475.276,98",1461,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1461,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1461/1559773758.pdf,1559773758.pdf
009/2016,Prefeitura Municipal de Macaé,3º Aditivo,Obras e Serviços de Engenharia,CONSTRUTORA M ALVES LTDA,"R$ 11.596.647,98",1538,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1538,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1538/1569362710.pdf,1569362710.pdf
009/2016,Prefeitura Municipal de Macaé,4º Aditivo,Obras e Serviços de Engenharia,CONSTRUTORA M ALVES LTDA,"R$ 11.842.489,76",1594,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1594,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1594/1574504883.pdf,1574504883.pdf
009/2016,Prefeitura Municipal de Macaé,2º Aditivo,Obras e Serviços de Engenharia,CONSTRUTORA M. ALVES LTDA,"R$ 245.841,78",1432,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1432,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1432/1557425535.pdf,1557425535.pdf
009/2016,Prefeitura Municipal de Macaé,1º Termo de Apostilamento,Obras e Serviços de Engenharia,CONSTRUTORA M. ALVES LTDA,"R$ 1.385.456,52",1434,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1434,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1434/1557840341.pdf,1557840341.pdf
009/2016,Prefeitura Municipal de Macaé,2º Termo de Apostilamento,Obras e Serviços de Engenharia,CONSTRUTORA M. ALVES LTDA,"R$ 255.076,94",1435,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1435,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1435/1557791179.pdf,1557791179.pdf
008/2016,Fundo Municipal de Saúde – FMS,Contrato Original,Prestação de Serviços,R.C. ARTIGOS E EQUIPAMENTOS HOSPITALARES LTDA,"R$ 7.700,00",628,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=628,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/628/1460603384.pdf,1460603384.pdf
008/2016,Fundação Municipal Hospitalar de Macaé – FMHM,Contrato Original,,WHITE MARTINS GASES INDUSTRIAIS LTDA,,711,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=711,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/711/1463811071.pdf,1463811071.pdf
008/2016,Prefeitura Municipal de Macaé,Contrato Original,Obras e Serviços de Engenharia,MJRE CONSTRUTORA LTDA,"R$ 77.453.087,21",693,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=693,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/693/1461982502.pdf,1461982502.pdf
008/2016,Prefeitura Municipal de Macaé,1º Aditivo,Obras e Serviços de Engenharia,MJRE CONSTRUTORA LTDA,"R$ 15.603.010,31",1498,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1498,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1498/1565183245.pdf,1565183245.pdf
007/2016,Fundo Municipal de Saúde – FMS,Contrato Original,Aquisição de Material,SANEWS DISTRIBUIDORA DE PRODUTOS PARA LABORATÓRIO E MEDICAMENTOS PARA USO AMBULATÓRIAL LTDA,"R$ 7.780,00",627,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=627,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/627/1460662633.pdf,1460662633.pdf
007/2016,Fundação Municipal Hospitalar de Macaé – FMHM,Contrato Original,Aquisição de Material,WHITE MARTINS GASES INDUSTRIAIS LTDA,"R$ 100.052,44",710,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=710,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/710/1463781053.pdf,1463781053.pdf
007/2016,Prefeitura Municipal de Macaé,Contrato Original,Prestação de Serviços,SIT MACAÉ TRANSPORTE S/A,"R$ 5.594.841,68",696,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=696,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/696/1462445533.pdf,1462445533.pdf
006/2016,Fundação Municipal Hospitalar de Macaé – FMHM,Contrato Original,Prestação de Serviços,GAN RIO APOIO NUTRICIONAL GANUTRE LTDA,"R$ 410.000,00",587,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=587,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/587/1457819833.pdf,1457819833.pdf
006/2016,Fundo Municipal de Saúde – FMS,Contrato Original,Aquisição de Material,COMERCIAL DE EQUIPAMENTOS MÉDICO HOSPITALARES SERRA DAS ARARAS LTDA,"R$ 11.375,00",687,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=687,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/687/1462050365.pdf,1462050365.pdf
006/2016,Prefeitura Municipal de Macaé,2º Aditivo,Prestação de Serviços,KROMAC COMÉRCIO E SERVIÇOS LTDA ME,"R$ 139.106,88",1121,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1121,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1121/1521727213.pdf,1521727213.pdf
006/2016,Prefeitura Municipal de Macaé,Contrato Original,Prestação de Serviços,KROMAC COMÉRCIO E SERVIÇOS LTDA ME,"R$ 132.792,00",612,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=612,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/612/1459233971.pdf,1459233971.pdf
006/2016,Prefeitura Municipal de Macaé,3º Aditivo,Prestação de Serviços,KROMAC COMÉRCIO E SERVIÇOS LTDA ME,"R$ 139.106,88",1423,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1423,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1423/1556181817.pdf,1556181817.pdf
006/2016,Prefeitura Municipal de Macaé,1º Aditivo,Prestação de Serviços,KROMAC COMÉRCIO E SERVIÇOS LTDA ME,"R$ 139.106,88",926,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=926,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/926/1491646947.pdf,1491646947.pdf
005/2016,Fundo Municipal de Saúde – FMS,Contrato Original,Aquisição de Material,COMERCIAL DE EQUIPAMENTOS MÉDICO HOSPITALARES SERRA DAS ARARAS LTDA,"R$ 42.935,00",626,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=626,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/626/1460578396.pdf,1460578396.pdf
005/2016,Prefeitura Municipal de Macaé,1º Aditivo,Prestação de Serviços,AUTO VIAÇÃO 1001 LTDA,"R$ 275.158,80",973,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=973,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/973/1495223432.pdf,1495223432.pdf
005/2016,Fundo Municipal de Transporte e Trânsito – FMTT,Contrato Original,Aquisição de Material,BRUNO BARROCA LIMA COMERCIO DE PNEUS ACESSÓRIOS E REPRESENTAÇÕES EPP,"R$ 11.520,00",856,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=856,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/856/1480400589.pdf,1480400589.pdf
005/2016,Prefeitura Municipal de Macaé,3º Aditivo,Prestação de Serviços,AUTO VIAÇÃO 1001 LTDA,"R$ 221.029,20",1411,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1411,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1411/1554221473.pdf,1554221473.pdf
005/2016,Prefeitura Municipal de Macaé,Contrato Original,Prestação de Serviços,AUTO VIAÇÃO 1001 LTDA,"R$ 275.158,80",610,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=610,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/610/1458359968.pdf,1458359968.pdf
005/2016,Prefeitura Municipal de Macaé,2º Aditivo,Prestação de Serviços,AUTO VIAÇÃO 1001 LTDA,"R$ 221.029,20",1196,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1196,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1196/1527571256.pdf,1527571256.pdf
005/2016,Fundação Municipal Hospitalar de Macaé – FMHM,Contrato Original,Prestação de Serviços,SEPARAR PRODUTOS E SERVIÇOS LTDA,"R$ 342.000,00",621,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=621,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/621/1460145477.pdf,1460145477.pdf
004/2016,Prefeitura Municipal de Macaé,2º Aditivo,Prestação de Serviços,E. J. I. FIEL TURISMO LTDA ME,"R$ 1.875.764,00",1119,http://sistemas.macae.rj.gov.br:84/transparencia/default/contratacoes/mostrarcontratos?id=1119,http://sistemas.macae.rj.gov.br:84/sim/midia/contrato/1119/1521077467.pdf,1521077467.pdf
